"doc_id","countryname","partyname","partyabbrev","party","parfam","rile","date","year","token_count","pop_anti_elitism","pop_people_centrism","pop_manichean","populism_overall","pop_ideology_overall","pop_ideology_left","pop_ideology_right","pop_ideology_centrist","lib_political","lib_social","lib_economic","lib_financial_market","liberalism_overall","pop_ideology_direction","pop_anti_elitism_sonnet","pop_people_centrism_sonnet","pop_manichean_sonnet","populism_overall_sonnet","pop_ideology_overall_sonnet","pop_ideology_left_sonnet","pop_ideology_right_sonnet","pop_ideology_centrist_sonnet","lib_political_sonnet","lib_social_sonnet","lib_economic_sonnet","lib_financial_market_sonnet","liberalism_overall_sonnet","pop_anti_elitism_gpt41mini","pop_people_centrism_gpt41mini","pop_manichean_gpt41mini","populism_overall_gpt41mini","pop_ideology_overall_gpt41mini","pop_ideology_left_gpt41mini","pop_ideology_right_gpt41mini","pop_ideology_centrist_gpt41mini","lib_political_gpt41mini","lib_social_gpt41mini","lib_economic_gpt41mini","lib_financial_market_gpt41mini","liberalism_overall_gpt41mini","pop_anti_elitism_gemini","pop_people_centrism_gemini","pop_manichean_gemini","populism_overall_gemini","pop_ideology_overall_gemini","pop_ideology_left_gemini","pop_ideology_right_gemini","pop_ideology_centrist_gemini","lib_political_gemini","lib_social_gemini","lib_economic_gemini","lib_financial_market_gemini","liberalism_overall_gemini"
"21911_197704","Belgium","Walloon Rally","RW",21911,90,-9.524,1977-04-01,1977,2770.5,7,8,6,7,6.667,7.333,3,4,7.667,7.333,4.5,3,6.5,-0.302309356031536,7,8,6,7,6,7,3,2,7,7,,3,,8,9,7,8,7,8,3,6,8,7,5,,7,6,7,5,6,7,7,,,8,8,4,3,6
"21911_197812","Belgium","Walloon Rally","RW",21911,90,-7.906,1978-12-01,1978,16358.25,5.057,5.39,5.034,4.557,5.038,6.194,1.997,3.766,7.333,7.639,4.984,3.833,5.99,-0.351007777870703,4.577,5.577,4.102,4.577,5.051,6.051,1.526,3,7,6.949,,4,6,5.594,4.594,6,4.594,5.062,6.531,2.469,4.531,7,7.469,6.469,5,6.469,5,6,5,4.5,5,6,,,8,8.5,3.5,2.5,5.5
"21911_198111","Belgium","Walloon Rally","RW",21911,90,-12.102,1981-11-01,1981,20663.25,6.416,5.887,5.565,5.482,5.903,6.668,1.507,4.092,7.446,7.977,4.032,2.633,6.268,-0.420722262981984,5.577,5.401,4.071,4.401,4.706,5.706,2.036,2.67,6.66,6.964,3.964,2.455,5.294,7.514,6.514,6.514,6.514,6.514,7.514,2.486,5.514,7.679,8.34,5.66,3.971,7,6.157,5.745,6.111,5.529,6.49,6.784,0,,8,8.627,2.472,1.472,6.51
"21912_196803","Belgium","Francophone Democratic Front of Francophones of Brussels","FDF",21912,90,0.459,1968-03-01,1968,9621.75,7,7,6.333,6.667,6,4.5,5.667,6.5,8,7.667,6.333,3,6.667,0.0700185996280074,6,6,5,5,4,3,3,5,8,8,6,,7,7,8,6,7,7,6,7,8,8,7,7,3,6,8,7,8,8,7,,7,,8,8,6,,7
"21912_197111","Belgium","Francophone Democratic Front of Francophones of Brussels","FDF",21912,90,3.413,1971-11-01,1971,8455.5,6.667,6,6,6,5.667,5,5.667,5.5,7.333,7.333,6,5,6.333,0.0412568813014164,6,5,5,5,4,4,5,4,7,7,,,6,7,8,7,7,6,6,5,7,7,7,6,5,6,7,5,6,6,7,,7,,8,8,6,5,7
"21912_197403","Belgium","Francophone Democratic Front of Francophones of Brussels","FDF",21912,90,-11.737,1974-03-01,1974,15729.75,6.842,5.842,5.5,5.842,5.333,5.316,2.513,5.842,7.5,7.675,6.25,5,6.667,-0.20503255065467,6.526,5.526,5,5.526,5,4.949,2.526,4.526,7,7.526,,4,6,6.5,5.5,5.5,5.5,5.5,5.5,2.5,7,7.5,7.5,6.5,6,7.5,7.5,6.5,6,6.5,5.5,5.5,,6,8,8,6,5,6.5
"21912_197704","Belgium","Francophone Democratic Front of Francophones of Brussels","FDF",21912,90,-0.68,1977-04-01,1977,17153.25,5.833,4.84,4.84,5.007,4.833,4.987,3.833,5.5,7.507,7.5,5.5,5,6.84,-0.0805865921787709,6,4.52,4.52,4.52,4,3.96,2,5,7.52,7,5,,6.52,5,4.5,5.5,5,5,5,3.5,6,7,8,6,5,7,6.5,5.5,4.5,5.5,5.5,6,6,,8,7.5,5.5,5,7
"21912_197812","Belgium","Francophone Democratic Front of Francophones of Brussels","FDF",21912,90,-0.987,1978-12-01,1978,3261,6.333,6.5,6.5,5,5.5,5,4.5,6,7.333,6.667,6.667,5.333,6.333,-0.032258064516129,7,6,6,6,5,4,3,5,7,6,6,5,6,8,7,7,7,6,6,6,7,7,6,7,5,6,4,,,2,,,,,8,8,7,6,7
"21912_198111","Belgium","Francophone Democratic Front of Francophones of Brussels","FDF",21912,90,-10.531,1981-11-01,1981,10402.5,7.509,6.51,6.509,6.675,6.028,5.352,5.196,6.139,7.491,7.833,6.265,5.333,6.491,-0.00934859471444841,6.526,6,5.526,5.526,4.526,4.526,4,4.474,6.474,7,,4,5.474,8,6.529,7,7,6.059,6.529,4.588,5.941,8,8,6.529,6,7,8,7,7,7.5,7.5,5,7,8,8,8.5,6,6,7
"21912_198510","Belgium","Francophone Democratic Front of Francophones","FDF",21912,90,-3.852,1985-10-01,1985,11207.25,4.503,4.836,3,4.167,4.667,4.496,5.004,5.503,7.5,7.331,6.669,6.5,7.333,0.0338598946877291,4.508,5.508,3,4,4,3.492,3.508,5.508,7,6.492,6.508,6,7,4.5,5.5,2,4.5,6,5.5,6.5,6,7.5,7.5,7,,7.5,4.5,3.5,4,4,4,,,5,8,8,6.5,7,7.5
"21912_198712","Belgium","Francophone Democratic Front of Francophones","FDF",21912,90,-4.443,1987-12-01,1987,20232.75,4.774,4.551,4.779,3.89,4.159,4.879,3.672,4.879,7.449,7.333,6.329,5.279,6.673,-0.0898734177215189,4.316,3.632,3.316,3.316,3.316,4.316,2.316,4.316,7.026,7,7,5.368,6.026,4.34,4.02,4.02,4.02,4.66,4.32,3.7,5.32,7.32,7,6.32,4.97,6.66,5.667,6,7,4.333,4.5,6,5,5,8,8,5.667,5.5,7.333
"21912_199111","Belgium","Francophone Democratic Front of Francophones","FDF",21912,90,-5.034,1991-11-01,1991,30748.5,4.932,4.84,4.749,4.017,4.624,4.827,5.44,4.631,7.245,6.892,5.867,5.333,6.754,0.0411464626124312,4.747,3.988,3.747,3.747,3.498,3.988,2.988,3.759,6.988,6.337,5.332,5,6.249,4.333,5,3.5,4.333,5.333,5.667,5.333,5.667,7,7,6.522,5,7.014,5.716,5.531,7,3.97,5.041,,8,4.469,7.746,7.34,5.746,6,7
"21912_201405","Belgium","Francophone Democratic Front of Francophones","FDF",21912,90,-13.969,2014-05-01,2014,39591.75,2.892,3.071,1.596,2.432,2.774,3.108,2.828,3.675,7.397,8.054,6.037,5.468,7.131,-0.0291332847778587,1.974,2.596,1.193,1.781,1.781,2.429,1.202,2.563,7.193,8.193,6.018,5.353,7,2.702,3.545,2,2.515,3.766,3.787,4.455,4.787,7.398,7.578,6.566,6,7.193,4,,,3,,,,,7.6,8.389,5.526,5.051,7.2
"21912_201905","Belgium","Democratic, Federalist,  Independent","DéFI",21912,90,-0.062,2019-05-01,2019,97453.5,3.591,4.054,2.926,3.029,3.587,4.876,2.513,4.512,7.891,8.12,6.295,4.468,7.301,-0.198554743298882,2.965,2.509,1.601,2.234,2.25,2.989,1.254,3.056,7.741,7.863,5.85,4.975,7.024,3.819,4.41,4.25,4.024,5.024,5.639,3.773,5.819,8.016,8.12,6.931,5.429,7.586,3.989,5.243,,2.829,3.486,6,,4.66,7.915,8.378,6.104,3,7.294
"21913_196103","Belgium","Peoples’ Union","VU",21913,90,1.255,1961-03-01,1961,323.25,6.5,6,5,5,6,4,6.667,3,5.5,5,5,3,5,0.195141581912636,7,6,5,6,6,4,7,3,,5,5,,,,,,,7,,7,,6,5,6,,6,6,,,4,5,,6,,5,,4,3,4
"21913_196505","Belgium","Peoples’ Union","VU",21913,90,-1.617,1965-05-01,1965,5487.75,8,8.333,7.333,8,7.333,5.5,8,5,5.667,5.5,5.333,4,6,0.135135135135135,9,9,8,9,7,5,8,3,3,4,4,4,4,7,8,7,7,7,6,8,7,7,7,6,,7,8,8,7,8,8,,8,,7,,6,,7
"21913_197111","Belgium","Peoples’ Union","VU",21913,90,-23.845,1971-11-01,1971,2616,8,7.667,6.667,7.333,7.333,6,7,5,6,6,3.667,3.5,5,0.0555555555555556,9,8,8,8,7,5,7,3,4,5,4,4,4,7,8,6,7,7,7,6,7,6,7,4,3,5,8,7,6,7,8,,8,,8,,3,,6
"21913_197403","Belgium","Peoples’ Union","VU",21913,90,-18.602,1974-03-01,1974,1444.5,7.667,6.333,6.667,6.667,6.667,6.5,6.667,4,7,7.667,5,4.333,6,0.00972796644725344,8,7,7,7,7,6,7,3,6,7,4,4,5,7,6,6,6,6,7,6,5,8,8,7,5,7,8,6,7,7,7,,7,,7,8,4,4,6
"21913_197704","Belgium","Peoples’ Union","VU",21913,90,-6.364,1977-04-01,1977,2795.25,6.333,6.667,5.333,6,6.333,5.333,7.333,5,7,7.667,6.667,5,7,0.113211819313936,6,7,6,6,6,5,7,3,6,7,6,5,6,7,8,6,7,7,6,8,7,8,8,7,,8,6,5,4,5,6,5,7,,7,8,7,,7
"21913_197812","Belgium","Peoples’ Union","VU",21913,90,15.122,1978-12-01,1978,3180,5,5.333,3.667,4.667,5.667,4,6.333,4,7.333,7.667,7,5,7,0.162771227237843,6,7,5,6,6,4,7,3,7,7,7,5,7,3,4,2,3,5,4,6,5,7,8,7,,7,6,5,4,5,6,,6,,8,8,7,5,7
"21913_198111","Belgium","Peoples’ Union","VU",21913,90,2.488,1981-11-01,1981,2198.25,6,5.667,4.333,5.333,6,4.5,6.667,4.5,7.333,6.667,6.5,5,6.667,0.138316206038169,5,6,4,5,5,4,6,3,7,6,6,5,6,7,6,5,6,6,5,7,6,7,7,7,5,7,6,5,4,5,7,,7,,8,7,,,7
"21913_198510","Belgium","Peoples’ Union","VU",21913,90,14.545,1985-10-01,1985,2362.5,5.667,5,4,4.667,5.667,4,6.667,4.5,7.333,6.667,7.333,6,7.333,0.175842289180458,6,6,5,5,6,2,7,3,7,6,7,6,7,7,6,5,6,6,6,7,6,7,7,7,6,7,4,3,2,3,5,,6,,8,7,8,,8
"21913_198712","Belgium","Peoples’ Union","VU",21913,90,-2.885,1987-12-01,1987,3021.75,6.333,5.333,4.667,5.333,6.333,5,6.667,4.5,7.333,6.667,6,4.333,6.333,0.103111276056164,6,5,5,5,6,4,7,2,7,6,6,4,6,7,6,5,6,7,6,7,7,7,7,6,5,6,6,5,4,5,6,,6,,8,7,,4,7
"21913_199111","Belgium","Peoples’ Union","VU",21913,90,-3.858,1991-11-01,1991,3003,3.5,5,4,3.5,4.333,2.5,5.667,4.5,7.333,5.5,7,6,6.333,0.250019736322728,,4,,,4,2,5,3,7,,6,6,6,3,6,4,4,5,3,7,6,7,7,8,6,7,4,,,3,4,,5,,8,4,7,,6
"21913_199505","Belgium","Peoples’ Union","VU",21913,90,-1.887,1995-05-01,1995,22941.75,5.168,5.092,3.667,4.333,4.892,5.326,4.672,4.336,7.325,7.214,5.549,4.504,6.767,-0.0456257848472164,4.672,4.984,3,4,4.328,4.672,4.656,2.672,6.656,6.656,5.328,4.512,6.328,4.5,4.959,3.5,4,5.347,5.306,4.694,6,7.653,7.653,6.653,6,7.306,6.333,5.333,4.5,5,5,6,4.667,,7.667,7.333,4.667,3,6.667
"21914_199111","Belgium","Flemish Bloc","VB",21914,70,-2.915,1991-11-01,1991,4316.25,9,9,8.667,8.667,8.667,1.5,9.667,1,2.333,0.667,6,2.667,3,0.671241883784006,9,10,9,9,9,1,10,1,2,1,5,4,3,9,9,9,9,7,2,9,,2,1,6,1,3,9,8,8,8,10,,10,,3,0,7,3,3
"21914_199505","Belgium","Flemish Bloc","VB",21914,70,-2.997,1995-05-01,1995,19337.25,7.78,7.136,7.451,7.451,8.009,2.17,8.893,3.002,4.441,1.775,6.401,4.661,4.554,0.477995023107003,8,7.373,7.675,7.675,8.349,1,9,1.325,3,1.325,5.675,4.482,4,7,6.679,7,7,6.34,3.34,8.34,4.679,5.038,2.679,6.5,3.5,5,8.339,7.357,7.679,7.679,9.339,,9.339,,5.286,1.321,7.027,6,4.661
"21915_199906","Belgium","People’s Union - Complete Democracy for the 21st century","VU-ID21",21915,90,-6.612,1999-06-01,1999,26041.5,4.472,5.524,3.563,3.909,4.344,4.649,4.019,5.458,7.668,7.555,6.458,5.192,6.903,-0.0445986124876115,4.378,4.689,2.689,3.689,3.344,3.967,3.378,4.033,7.344,7.344,6.033,5.033,6.689,4.02,5.34,2,4.02,4.66,4.98,3.68,5.34,7.66,7.66,6.66,6,7.34,5.019,6.543,6,4.019,5.029,5,5,7,8,7.66,6.679,4.543,6.679
"21916_200706","Belgium","New Flemish Alliance","N-VA",21916,90,27.51,2007-06-01,2007,12690,5.882,5.686,4.549,4.873,6.02,3.235,6.696,3.985,6.657,6.637,6.676,5,6.657,0.248706524863467,5.5,5.5,4,4.5,5,3,6.5,2.5,6.5,6.5,6.5,6,6.5,5.647,6.059,4.647,5.118,6.059,3.471,6.588,5.471,6.471,6.412,6.529,4,6.471,6.5,5.5,5,5,7,,7,,7,7,7,,7
"21916_201006","Belgium","New Flemish Alliance","N-VA",21916,90,11.691,2010-06-01,2010,17540.25,4.731,4.754,3.565,4.242,5.534,2.744,6.701,3.273,6.667,5.333,7.485,6,6.5,0.311133826073282,4.512,4.488,3.512,4,5.512,2.488,6.512,2,6,5,7,6,6,5.182,5.273,4.182,4.727,5.091,3,7.091,4.545,7,6,7.455,6,7,4.5,4.5,3,4,6,,6.5,,7,5,8,6,6.5
"21916_201405","Belgium","New Flemish Alliance","N-VA",21916,90,8.584,2014-05-01,2014,34329,3.844,4.083,2.992,3.237,4.498,2.115,5.74,3.409,7.164,6.482,7.426,5.98,6.749,0.321821732954545,3.973,4,2.725,3.248,3.973,1.229,5.221,2.477,7,5.771,7.275,6.275,6.523,2.25,3.25,2.25,2.5,4.25,3,5,4.75,7,7,6.75,5.667,6.5,5.308,5,4,3.962,5.269,,7,3,7.493,6.676,8.254,6,7.225
"21916_201905","Belgium","New Flemish Alliance","N-VA",21916,90,4.78,2019-05-01,2019,35543.25,4.066,5.076,3.672,4.085,5.178,2.257,6.575,3.743,7.344,6.253,7.849,6.925,7.093,0.34337972166998,2.474,3.686,1.974,2.712,3.686,1,5.212,2,7,5.689,7.263,6.5,6.5,5.057,6.543,5.543,5.543,5.514,3.514,7.514,5.486,7.761,7.014,8.014,6.746,7.507,4.667,5,3.5,4,6.333,,7,,7.271,6.057,8.271,7.528,7.271
"21917_200706","Belgium","Flemish Interest","VB",21917,70,24.571,2007-06-01,2007,27636,6.64,6.639,5.986,6.308,7.602,2.24,8.521,4.5,4.479,2.077,5.559,3.667,3.905,0.41157198086626,6.349,6.36,5.366,5.589,7.291,1.479,8.291,2,3.493,1.753,5.507,4,4,6.043,6.043,5.814,6.057,6.514,3,8.271,7,4.486,2.743,4.486,2,3.729,7.528,7.514,6.778,7.278,9,,9,,5.457,1.736,6.685,5,3.986
"21917_201006","Belgium","Flemish Interest","VB",21917,70,39.443,2010-06-01,2010,8917.5,7.667,6.667,7.333,7.333,7.667,2.5,8.667,2,3.5,2,7,3.333,4,0.468367889420521,7,6,6,6,7,2,8,2,,2,6,5,,8,7,8,8,7,3,9,2,4,3,7,3,4,8,7,8,8,9,,9,,3,1,8,2,4
"21917_201405","Belgium","Flemish Interest","VB",21917,70,17.3,2014-05-01,2014,9339,7.333,7,7,7,8,2,8.333,3,5.5,3,6,4.5,5,0.474986874671867,6,7,6,6,8,1,8,1,,2,,4,,8,7,7,7,7,3,8,5,7,6,6,5,6,8,7,8,8,9,,9,,4,1,6,,4
"21917_201905","Belgium","Flemish Interest","VB",21917,70,8.387,2019-05-01,2019,30624,7.678,7.519,7.351,7.527,8.1,1.757,8.848,2.242,3.997,2.239,4.392,3.112,3.662,0.551957655483771,7.275,7.275,6.531,6.806,8.031,1.256,8.531,1.725,3,1.744,4,4.225,3,7.507,7.521,7.775,7.521,7.014,4.014,8.761,5,4.479,3.225,4.479,2,4.225,8.253,7.76,7.747,8.253,9.253,0,9.253,0,4.514,1.747,4.696,,3.76
"151062_200912","Bolivia","Plan Progress for Bolivia – National Convergence","PPB-CN",151062,60,-38.356,2009-12-01,2009,2811,4,7,2,4.333,4.667,6,2,6.5,7.667,8,6.667,5,7.667,-0.275862068965517,2,6,2,3,3,5,1,,7,8,6,5,7,6,8,,6,6,7,3,7,8,8,7,,8,4,7,2,4,5,,,6,8,8,7,,8
"151250_200912","Bolivia","Movement towards Socialism - Political Instrument for the Sovereignty of the Peoples","MAS-IPSP",151250,20,-13.401,2009-12-01,2009,39891.75,7.325,7.561,6.382,6.934,7.687,8.076,2.743,4.142,6.436,7.464,3.782,3.298,5.368,-0.356460129670477,6.962,7.338,6.128,6.769,7.731,7.897,1.2,1.769,5.312,6.597,2.526,2.526,4.298,7.014,7.529,6.019,6.771,6.514,7.514,4.286,6.514,7.409,7.795,6.614,4.771,6.807,8,7.815,7,7.261,8.815,8.815,,,6.587,8,2.207,2.598,5
"151250_201410","Bolivia","Movement towards Socialism - Political Instrument for the Sovereignty of the Peoples","MAS-IPSP",151250,20,-17.41,2014-10-01,2014,21578.25,7.065,7.394,6.416,6.964,7.523,7.856,2.324,3.659,7.346,7.279,3.411,3.3,4.671,-0.399739865597225,8.118,7.785,7.178,7.488,8.178,8.178,0.917,1.607,,6.49,2.215,2.215,3,5.077,6.058,4.731,5.404,5.712,6.712,3.731,5.712,7.346,7.346,6.019,5.346,6.673,8,8.339,7.339,8,8.679,8.679,,,,8,2,2.339,4.339
"151255_200912","Bolivia","Social Alliance","AS",151255,20,8.832,2009-12-01,2009,11517.75,5.198,5.713,5.333,5.193,4.823,3.858,4.07,5.525,6.562,6.031,6.182,6,6.031,0.0157585668624099,6,5.53,5,5,4,3.06,3.88,5.06,6.53,6,6,6,6,3,5.545,5,4.515,5,3.515,4.455,5.515,7.03,6.03,5.545,6,6.03,6.594,6.062,6,6.062,5.469,5,3.875,6,6.125,6.062,7,6,6.062
"151540_201410","Bolivia","Christian Democratic Party","PDC",151540,50,-14.107,2014-10-01,2014,6711,5.667,7.667,5.333,6.333,5.333,4.5,2.5,6,7.667,6.667,6.333,4.667,6.333,-0.153846153846154,6,8,5,6,4,4,2,5,7,6,6,6,6,3,7,4,5,5,5,3,6,7,6,6,4,6,8,8,7,8,7,,,7,9,8,7,4,7
"151610_200912","Bolivia","Nationalist Revolutionary Movement","MNR",151610,60,11.64,2009-12-01,2009,7945.5,5,7,5.5,5.667,6.333,6.667,2.333,4.667,8,7.333,6.667,6,7,-0.317114216726421,,6,5,5,5,6,2,3,8,7,6,6,7,3,7,,5,6,6,4,7,8,7,7,6,7,7,8,6,7,8,8,1,4,8,8,7,6,7
"151617_200912","Bolivia","Autonomy for Bolivia","APB",151617,60,-3.091,2009-12-01,2009,14163.75,6.88,6.713,5.88,6.371,5.852,3.481,2.653,6.903,7.838,7.838,6.306,3.38,6.695,-0.0635115440668865,8,6.556,6,7,5,4.444,2.444,6.111,7,7,,4.111,6,5.057,6.057,5.057,5.057,5.029,4,3.514,6.543,8.514,8.514,7.029,4.029,7.029,7.583,7.528,6.583,7.056,7.528,2,2,8.056,8,8,5.583,2,7.056
"151640_200912","Bolivia","National Unity Front","UN",151640,60,-2.381,2009-12-01,2009,20816.25,3,5.658,1.825,3.325,3.825,4.325,1.75,5.333,7.15,6.658,7.167,6,6.658,-0.225718793828892,2,4.474,1.474,2.474,2.474,3.474,1,5,6.949,6.474,7,6,6.474,3,6,2,3.5,4.5,4.5,2.5,5.5,7,6.5,7,5.5,6.5,4,6.5,2,4,4.5,5,,5.5,7.5,7,7.5,6.5,7
"151640_201410","Bolivia","Democratic Union","UD",151640,60,-3.287,2014-10-01,2014,16407,5.5,5.338,4.495,5,4.838,4.333,2,5.843,8.333,8.171,7.005,6.676,7.671,-0.191606438896189,6,5,4.5,5,4,3.5,1.5,5.5,8,8,6.5,6.5,7.5,2.5,4.5,2.5,3,4,4.5,2.5,5,8,8,7,6.5,7,8,6.514,6.486,7,6.514,5,2,7.029,9,8.514,7.514,7.029,8.514
"79030_201810","Bosnia-Herzegovina","Democratic Front - Civic Alliance","DF-GS",79030,30,-15.782,2018-10-01,2018,21546.75,5.3,3.794,4.061,3.905,4.16,4.91,2.665,4.604,7.317,7.562,6.575,5.522,6.905,-0.184333689137039,4.716,3.716,3.183,3.716,3.183,4.183,2.33,4,7,7.233,6.233,5.233,6.233,3.933,2,3,3,3.548,3.548,3,4.311,6.952,6.952,6.492,5,6.73,7.25,5.667,6,5,5.75,7,,5.5,8,8.5,7,6.333,7.75
"79321_200210","Bosnia-Herzegovina","Social Democratic Party of Bosnia and Herzegovina","SDP BiH",79321,30,-14.303,2002-10-01,2002,14923.5,4.215,4.783,3.652,3.667,4.829,6.449,1.656,4.167,8.218,8.007,6.765,6.724,7.547,-0.390563885267275,3.312,4.015,2.623,3,4.653,6.015,1.312,2,8,7.688,6,5.673,7,3.333,5.333,3.333,4,5.333,7.333,2,6.333,8.333,8.333,7.333,7,8,6,5,5,4,4.5,6,,,8.321,8,6.962,7.5,7.642
"79321_200610","Bosnia-Herzegovina","Social Democratic Party of Bosnia and Herzegovina","SDP BiH",79321,30,-16.327,2006-10-01,2006,6629.25,8,7,6.667,7,7,7.667,2,4,8,8.333,7,6,7.333,-0.41464842320919,8,7,7,7,6,7,1,2,8,8,6,5,7,8,7,7,7,7,8,3,6,8,9,8,7,8,8,7,6,7,8,8,,,8,8,7,6,7
"79321_201010","Bosnia-Herzegovina","Social Democratic Party of Bosnia and Herzegovina","SDP BiH",79321,30,-35.08,2010-10-01,2010,22009.5,5.943,5.476,5.09,5.447,6.034,7.201,1,2.778,6.938,7.242,5.107,4.941,6.162,-0.564805537844977,5.3,4.65,3.963,4.3,5.325,6.325,,2,6.3,6.975,4.35,4.35,5.5,5,5.25,4.75,5,5.25,7.25,2,4.333,7.25,7.25,6,6.5,7,7.528,6.528,6.556,7.042,7.528,8.028,0,2,7.264,7.5,4.971,3.973,5.986
"79321_201410","Bosnia-Herzegovina","Social Democratic Party of Bosnia and Herzegovina","SDP BiH",79321,30,-12.547,2014-10-01,2014,14862.75,4.215,4.897,3.322,3.663,5.397,6.73,1.5,4,8.111,7.785,6.877,6.548,7.436,-0.427636958299264,3.644,4.356,2.965,3.322,5.356,6.356,1,2,8,7.356,6.322,5.644,7,3,5.333,3,3.667,5.333,7.333,2,6,8.333,8,7.667,7,7.667,6,5,4,4,5.5,6.5,,,8,8,6.642,7,7.642
"79321_201810","Bosnia-Herzegovina","Social Democratic Party of Bosnia and Herzegovina","SDP BiH",79321,30,-17.725,2018-10-01,2018,18410.25,5.116,5.338,3.891,4.671,5.446,6.336,1.667,3.837,7.556,7.668,6.335,4.335,6.549,-0.394341216216216,4.663,4.674,3.326,4,4.326,5.663,1,2.674,7,7.337,5.337,4.337,6,3.667,4.667,3,3.667,4.667,6,2.333,5,7.667,7.667,6.667,4.667,6.667,7.019,6.673,5.346,6.346,7.346,7.346,,,8,8,7,4,6.981
"79321_202210","Bosnia-Herzegovina","Social Democratic Party of Bosnia and Herzegovina","SDP BiH",79321,30,-13.993,2022-10-01,2022,27813,4.125,4.508,3.875,3.662,4.015,5.447,1.67,3.703,7.188,7.135,6.662,5.333,6.805,-0.349075785582255,3.959,4.357,2.959,3.154,3.317,5.295,1.341,2.367,6.991,6.693,6.568,5,6.429,2.667,3.667,2.667,3.333,4.227,5.712,2,4.742,6.988,6.712,6.81,6,6.595,5.75,5.5,6,4.5,4.5,5.333,,4,7.586,8,6.609,5,7.391
"79322_201410","Bosnia-Herzegovina","Democratic Front","DF",79322,30,7.547,2014-10-01,2014,3199.5,7.333,6.667,6,6.667,6,6.333,1.5,6.5,8.333,8.667,6.667,4,7,-0.337193888229959,7,7,6,7,6,6,1,5,8,8,6,3,6,7,6,5,6,6,7,2,8,9,9,7,6,8,8,7,7,7,6,6,,,8,9,7,3,7
"79322_202210","Bosnia-Herzegovina","Democratic Front","DF",79322,30,-8.264,2022-10-01,2022,3011.25,3,5,3,3,5,6,1.5,5,8,8.667,7.667,6.667,7.667,-0.36,3,4,2,3,4,5,1,2,8,8,7,6,7,3,6,4,4,6,7,2,8,8,9,8,7,8,3,,,2,,,,,8,9,8,7,8
"79422_200610","Bosnia-Herzegovina","Party of Democratic Progress of the Republika Srpska","PDP RS",79422,90,-30.667,2006-10-01,2006,1699.5,1,2,1,1,2,2,2,3,7.333,6,8.333,7.5,7.667,0,1,2,1,1,2,2,2,3,7,5,8,7,7,,,,,,,,,8,7,9,,8,,,,,,,,,7,,8,8,8
"79422_201810","Bosnia-Herzegovina","Party of Democratic Progress of the Republika Srpska","PDP RS",79422,90,-6.729,2018-10-01,2018,13452,4.094,5.44,3.154,3.989,4.441,2,5.33,4.667,7.883,7,7.669,6.789,7.339,0.277569392348087,3.949,5,2.463,3.633,3.684,1,4.684,3,7.316,6,7.367,6.367,6.684,3,5.653,3,4,5.306,3,6.306,6,8,7,7.306,6,7,5.333,5.667,4,4.333,4.333,,5,5,8.333,8,8.333,8,8.333
"79422_202210","Bosnia-Herzegovina","Party of Democratic Progress of the Republika Srpska","PDP RS",79422,90,-6.729,2022-10-01,2022,13452,4.107,5.552,2.994,3.996,4.444,2.5,5.611,4.325,7.889,6.889,7.273,6.504,7.171,0.250160823415889,3.488,4.488,2.488,3.488,4,2,5,2.976,7,6,6.512,6.512,6.512,3.5,6.5,3.5,4.5,5,3,6.5,6,8,7,7.308,6,7,5.333,5.667,,4,4.333,,5.333,4,8.667,7.667,8,7,8
"79440_201810","Bosnia-Herzegovina","Our Party","NS/HC",79440,40,-23.99,2018-10-01,2018,14026.5,5.131,4.213,2.66,4.129,4.184,3.566,3,4.838,7.36,7.447,7.024,5.763,7.138,-0.049631708172571,3.632,3.34,1.98,2.986,2.292,2.632,,2.953,7.033,7,6.693,5.526,6.693,5,4,2,4,4.5,4.5,3,5.5,7.327,6.981,7.019,6,7,6.76,5.3,4,5.4,5.76,,,6.06,7.72,8.36,7.36,,7.72
"79440_202210","Bosnia-Herzegovina","Our Party","NS/HC",79440,40,-13.401,2022-10-01,2022,13344,6.021,5.364,4.521,5.192,5.01,5.85,1.5,5.17,7.845,8.356,7.171,5.013,7.518,-0.347444089456869,5.52,4.52,3.52,4.52,4,5.52,1,3.48,7.52,8.04,7,5.04,7.04,5.543,5.571,4.543,5.057,5.029,6.029,2,5.029,7.514,8.029,6.514,6,7.514,7,6,5.5,6,6,6,,7,8.5,9,8,4,8
"79441_202210","Bosnia-Herzegovina","For New Generations","ZNG",79441,40,-11.909,2022-10-01,2022,10270.5,5.678,5.676,4.84,5.344,4.838,4.5,2.5,5.505,7.163,7.163,6.333,5.484,6.657,-0.159936025589764,6.519,6,4.519,5.519,4,5,2,5,7.037,7.037,6,5,6.519,3,5,4,4,4,4,3,5,6.452,6.452,6,5.452,6.452,7.514,6.029,6,6.514,6.514,,,6.514,8,8,7,6,7
"79610_201010","Bosnia-Herzegovina","Alliance for a Better Future of Bosnia and Herzegovina","SBB BiH",79610,60,-12.951,2010-10-01,2010,15591,3.594,2.844,2,2.497,3.17,3.836,2.5,4.336,8.342,8.009,7.778,6.998,7.998,-0.125187406296852,2.98,3,2,2.49,2.51,3.671,2,3.342,8,8,7,6.329,7.329,2.469,2.531,2,2,4,4,3,5,8.36,7.36,8,7,8,5.333,3,,3,3,,,4.667,8.667,8.667,8.333,7.667,8.667
